# Метеостанция Нижний Новгород, Россия, WMO_ID=27459, выборка с 01.01.2022 по 01.06.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27459&lang=ru
#
"Местное время в Нижнем Новгороде";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.03.2022 15:00";"-2.0";"752.6";"767.7";"0.0";"39";"Ветер, дующий с юга";"1";"2";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-14.1";"";"";"";"";"";"";
"12.03.2022 12:00";"-4.3";"752.6";"767.8";"0.2";"44";"Ветер, дующий с юго-юго-востока";"1";"3";"3";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-14.9";"";"";"";"";"";"";
"12.03.2022 09:00";"-8.4";"752.4";"767.8";"-0.3";"48";"Ветер, дующий с юга";"1";"2";"3";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-17.6";"";"";"";"";"";"";
"12.03.2022 06:00";"-12.4";"752.7";"768.3";"-0.9";"56";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"-12.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-19.4";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"46.0";
"12.03.2022 03:00";"-11.7";"753.6";"769.2";"-0.9";"48";"Ветер, дующий с юга";"1";"4";"4";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.6";"";"";"";"";"";"";
"12.03.2022 00:00";"-10.7";"754.5";"770.1";"-1.1";"46";"Ветер, дующий с юга";"1";"3";"4";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.1";"";"";"";"";"";"";
"11.03.2022 21:00";"-10.0";"755.6";"771.2";"-0.4";"48";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.0";"";"";"";"";"";"";
"11.03.2022 18:00";"-7.1";"756.0";"771.4";"-1.3";"38";"Ветер, дующий с юга";"1";"";"5";"Облаков нет.";" ";"";"";"";"-3.4";"";"";"";"";"";"10.0";"-19.1";"Осадков нет";"12";"";"";"";"";
"11.03.2022 15:00";"-4.9";"757.3";"772.6";"-1.8";"27";"Ветер, дующий с северо-северо-запада";"1";"5";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.2";"";"";"";"";"";"";
"11.03.2022 12:00";"-6.9";"759.1";"774.5";"-0.9";"33";"Ветер, дующий с северо-северо-востока";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.7";"";"";"";"";"";"";
"11.03.2022 09:00";"-9.7";"760.0";"775.6";"-0.1";"41";"Ветер, дующий с востоко-юго-востока";"1";"3";"3";"Облаков нет.";" ";"";"";"-12.3";"";"";"";"";"";"";"10.0";"-20.6";"";"";"";"";"";"";
"11.03.2022 06:00";"-10.8";"760.1";"775.8";"-0.2";"45";"Ветер, дующий с востока";"1";"2";"3";"60%.";" ";"";"";"-10.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-20.4";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"46.0";
"11.03.2022 03:00";"-9.9";"760.3";"775.9";"-0.6";"41";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-20.9";"";"";"";"";"";"";
"11.03.2022 00:00";"-9.0";"760.9";"776.5";"0.0";"37";"Ветер, дующий с востока";"1";"3";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-21.1";"";"";"";"";"";"";
"10.03.2022 21:00";"-8.6";"760.9";"776.5";"0.3";"35";"Ветер, дующий с северо-востока";"1";"";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-21.4";"";"";"";"";"";"";
"10.03.2022 18:00";"-6.4";"760.6";"776.0";"-0.2";"31";"Ветер, дующий с северо-северо-востока";"2";"4";"7";"Облаков нет.";" ";"";"";"";"-5.1";"";"";"";"";"";"10.0";"-21.0";"Осадков нет";"12";"";"";"";"";
"10.03.2022 15:00";"-5.3";"760.8";"776.2";"-0.4";"29";"Ветер, дующий с северо-северо-востока";"2";"5";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.6";"";"";"";"";"";"";
"10.03.2022 12:00";"-7.6";"761.2";"776.7";"0.0";"31";"Ветер, дующий с северо-северо-востока";"2";"6";"7";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.9";"";"";"";"";"";"";
"10.03.2022 09:00";"-12.1";"761.2";"776.9";"1.2";"44";"Ветер, дующий с северо-востока";"2";"5";"6";"Облаков нет.";" ";"";"";"-15.7";"";"";"";"";"";"";"10.0";"-21.9";"";"";"";"";"";"";
"10.03.2022 06:00";"-15.6";"760.0";"776.0";"0.7";"58";"Ветер, дующий с северо-востока";"2";"4";"6";"Облаков нет.";" ";"";"";"-15.6";"";"";"";"";"";"";"10.0";"-22.0";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"46.0";
"10.03.2022 03:00";"-14.1";"759.3";"775.2";"1.1";"52";"Ветер, дующий с северо-востока";"1";"4";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.8";"";"";"";"";"";"";
"10.03.2022 00:00";"-12.3";"758.2";"774.0";"0.9";"47";"Ветер, дующий с северо-востока";"2";"5";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.4";"";"";"";"";"";"";
"09.03.2022 21:00";"-10.5";"757.3";"773.0";"1.4";"43";"Ветер, дующий с северо-востока";"2";"5";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.9";"";"";"";"";"";"";
"09.03.2022 18:00";"-8.3";"755.9";"771.4";"0.7";"36";"Ветер, дующий с северо-северо-востока";"1";"4";"7";"Облаков нет.";" ";"";"";"";"-6.5";"";"";"";"";"";"10.0";"-20.8";"Осадков нет";"12";"";"";"";"";
"09.03.2022 15:00";"-6.7";"755.2";"770.5";"0.3";"33";"Ветер, дующий с северо-северо-востока";"3";"7";"7";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.5";"";"";"";"";"";"";
"09.03.2022 12:00";"-8.8";"754.9";"770.3";"0.4";"43";"Ветер, дующий с востоко-северо-востока";"2";"6";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.2";"";"";"";"";"";"";
